Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
Atlanta,Weekly,"2020-11-01 00:00:00",Conventional,0.790000000,825004.83,325348.47,19444.15,24.95,480187.26,437163.74,43010.19,13.33,
Atlanta,Weekly,"2020-10-25 00:00:00",Conventional,0.750000000,899393.14,378947.41,21387.87,46.62,499011.24,458696.85,40296.32,18.07,
Atlanta,Weekly,"2020-10-18 00:00:00",Conventional,0.780000000,886119.65,357256.64,22234.92,50.93,506577.16,466232.09,40280.87,64.20,
Atlanta,Weekly,"2020-10-11 00:00:00",Conventional,0.790000000,845867.25,336542.19,26092.20,431.53,482801.33,434761.72,47387.58,652.03,
Baltimore/Washington,Weekly,"2020-11-01 00:00:00",Conventional,1.020000000,1040170.21,213674.63,327162.35,4386.39,494946.84,357129.75,131949.97,5867.12,
Baltimore/Washington,Weekly,"2020-10-25 00:00:00",Conventional,1.150000000,908755.41,177290.71,307326.54,3832.59,420305.57,282013.32,130853.80,7438.45,
Baltimore/Washington,Weekly,"2020-10-18 00:00:00",Conventional,1.110000000,983740.30,160230.93,316503.41,9190.54,497815.42,284138.07,187696.04,25981.31,
Baltimore/Washington,Weekly,"2020-10-11 00:00:00",Conventional,1.080000000,1014678.53,120883.39,378085.48,8286.40,507423.26,289832.92,173175.40,44414.94,
Boise,Weekly,"2020-11-01 00:00:00",Conventional,1.070000000,117636.28,34603.74,5899.77,1145.22,75987.55,49907.85,25836.73,242.97,
Boise,Weekly,"2020-10-25 00:00:00",Conventional,0.960000000,127809.35,34173.88,9112.62,858.99,83663.86,56066.18,27501.07,96.61,
Boise,Weekly,"2020-10-18 00:00:00",Conventional,1.050000000,123367.18,36336.32,10492.11,918.87,75619.88,45011.47,30431.04,177.37,
Boise,Weekly,"2020-10-11 00:00:00",Conventional,1.100000000,123990.08,39177.02,8559.15,868.07,75385.84,49898.56,25466.91,20.37,
Boston,Weekly,"2020-11-01 00:00:00",Conventional,1.340000000,740869.16,15232.91,415938.63,361.92,309335.70,171786.41,137540.83,8.46,
Boston,Weekly,"2020-10-25 00:00:00",Conventional,1.110000000,910495.37,16109.43,419994.95,263.22,474127.77,224434.87,249647.90,45.00,
Boston,Weekly,"2020-10-18 00:00:00",Conventional,1.220000000,796817.82,16202.71,396116.02,351.04,384148.05,204849.01,179084.03,215.01,
Boston,Weekly,"2020-10-11 00:00:00",Conventional,1.260000000,813191.25,15066.64,414825.04,448.53,382851.04,178221.28,201153.66,3476.10,
Buffalo/Rochester,Weekly,"2020-11-01 00:00:00",Conventional,0.960000000,209674.92,43903.61,51953.66,2038.97,111778.68,80203.42,30748.59,826.67,
Buffalo/Rochester,Weekly,"2020-10-25 00:00:00",Conventional,0.990000000,194881.47,18166.03,55631.48,2739.05,118344.91,73110.91,44442.33,791.67,
Buffalo/Rochester,Weekly,"2020-10-18 00:00:00",Conventional,0.990000000,199901.68,24045.40,55191.79,2578.54,118085.95,78804.52,37162.55,2118.88,
Buffalo/Rochester,Weekly,"2020-10-11 00:00:00",Conventional,0.980000000,203150.45,21403.67,53650.42,2719.20,125377.16,84845.12,36139.82,4392.22,
California,Weekly,"2020-11-01 00:00:00",Conventional,1.160000000,6399865.86,1565317.66,900403.05,209562.27,3724582.88,1939690.51,1161165.85,623726.52,
California,Weekly,"2020-10-25 00:00:00",Conventional,1.130000000,6269077.52,1584764.70,815210.77,176121.18,3692980.87,1919360.84,1250352.59,523267.44,
California,Weekly,"2020-10-18 00:00:00",Conventional,1.110000000,6719029.79,1879355.37,916636.19,180380.31,3742657.92,2169309.49,997976.06,575372.37,
California,Weekly,"2020-10-11 00:00:00",Conventional,1.080000000,7397837.81,2078625.05,934068.27,121752.86,4263391.63,2525290.85,1466083.41,272017.37,
Charlotte,Weekly,"2020-11-01 00:00:00",Conventional,1.160000000,312867.12,124672.69,53036.29,5374.93,129783.21,101286.60,28476.61,20.00,
Charlotte,Weekly,"2020-10-25 00:00:00",Conventional,0.970000000,356737.13,173226.39,51138.14,4594.52,127778.08,97216.39,30545.02,16.67,
Charlotte,Weekly,"2020-10-18 00:00:00",Conventional,1.070000000,337844.36,147530.34,50770.42,5568.83,133974.77,105599.56,28361.88,13.33,
Charlotte,Weekly,"2020-10-11 00:00:00",Conventional,1.120000000,326221.87,138622.51,53140.19,4739.66,129719.51,102572.90,27100.20,46.41,
Chicago,Weekly,"2020-11-01 00:00:00",Conventional,0.840000000,1337860.17,101492.32,219390.38,42488.86,974488.61,284635.33,637729.23,52124.05,
Chicago,Weekly,"2020-10-25 00:00:00",Conventional,1.090000000,996774.01,122134.08,190023.72,38014.77,646601.44,379985.50,190981.12,75634.82,
Chicago,Weekly,"2020-10-18 00:00:00",Conventional,1.080000000,1045950.80,115506.60,133368.32,36706.21,760369.67,529989.18,214343.15,16037.34,
Chicago,Weekly,"2020-10-11 00:00:00",Conventional,1.240000000,931931.76,161561.66,138732.71,47973.28,583664.11,281755.15,193917.78,107991.18,
Cincinnati/Dayton,Weekly,"2020-11-01 00:00:00",Conventional,0.840000000,361488.81,91337.34,20438.51,6973.01,242739.95,232082.79,10000.01,657.15,
Cincinnati/Dayton,Weekly,"2020-10-25 00:00:00",Conventional,0.980000000,305827.28,71214.33,35113.93,7404.84,192094.18,167005.04,24599.93,489.21,
Cincinnati/Dayton,Weekly,"2020-10-18 00:00:00",Conventional,1.010000000,299145.18,67996.06,21932.94,7207.58,202008.60,187165.61,12575.87,2267.12,
Cincinnati/Dayton,Weekly,"2020-10-11 00:00:00",Conventional,0.870000000,345953.85,80409.26,22326.69,6600.88,236617.02,212550.22,18665.98,5400.82,
Columbus,Weekly,"2020-11-01 00:00:00",Conventional,0.810000000,279329.68,73193.77,19413.64,2044.31,184677.96,179472.59,5043.17,162.20,
Columbus,Weekly,"2020-10-25 00:00:00",Conventional,0.890000000,256011.94,58468.47,32216.90,1826.35,163500.22,150430.79,12854.03,215.40,
Columbus,Weekly,"2020-10-18 00:00:00",Conventional,0.930000000,234435.03,55460.33,17142.61,1788.96,160043.13,147766.50,10566.77,1709.86,
Columbus,Weekly,"2020-10-11 00:00:00",Conventional,0.770000000,283740.68,75583.21,21250.05,1761.30,185146.12,171188.20,11381.34,2576.58,
"Dallas/Ft. Worth",Weekly,"2020-11-01 00:00:00",Conventional,0.670000000,1702863.46,529643.03,206580.29,17668.86,948971.28,478876.61,469435.51,659.16,
"Dallas/Ft. Worth",Weekly,"2020-10-25 00:00:00",Conventional,0.720000000,1694694.21,555322.53,205609.07,12018.14,921744.47,546115.23,374967.01,662.23,
"Dallas/Ft. Worth",Weekly,"2020-10-18 00:00:00",Conventional,0.720000000,1613248.67,518852.26,216231.31,15087.39,863077.71,539584.74,322581.41,911.56,
"Dallas/Ft. Worth",Weekly,"2020-10-11 00:00:00",Conventional,0.670000000,1747698.62,582791.50,230982.04,12966.85,920958.23,497591.88,422446.83,919.52,
Denver,Weekly,"2020-11-01 00:00:00",Conventional,0.900000000,1057520.47,180717.77,121201.51,2818.94,752782.25,351855.08,387773.63,13153.54,
Denver,Weekly,"2020-10-25 00:00:00",Conventional,0.910000000,994185.79,181241.59,113335.75,3050.63,696557.82,334518.38,346510.00,15529.44,
Denver,Weekly,"2020-10-18 00:00:00",Conventional,0.910000000,1047231.63,189943.76,144822.80,3437.20,709027.87,331755.28,359260.42,18012.17,
Denver,Weekly,"2020-10-11 00:00:00",Conventional,1.060000000,1005315.89,215167.00,128586.80,2774.77,658787.32,351191.75,294726.70,12868.87,
Detroit,Weekly,"2020-11-01 00:00:00",Conventional,0.870000000,634371.48,145534.42,35161.36,55234.45,398441.25,375980.51,15340.99,7119.75,
Detroit,Weekly,"2020-10-25 00:00:00",Conventional,0.880000000,601132.88,108558.65,61376.65,126456.70,304740.88,272355.66,17810.72,14574.50,
Detroit,Weekly,"2020-10-18 00:00:00",Conventional,1.000000000,483488.88,99280.40,33820.92,50569.25,299818.31,282574.37,12908.10,4335.84,
Detroit,Weekly,"2020-10-11 00:00:00",Conventional,0.880000000,566802.85,130506.72,34623.26,52365.58,349307.29,327014.78,16992.39,5300.12,
"Grand Rapids",Weekly,"2020-11-01 00:00:00",Conventional,1.240000000,186510.14,15642.36,62821.17,53005.35,55041.26,40788.34,5531.33,8721.59,
"Grand Rapids",Weekly,"2020-10-25 00:00:00",Conventional,0.880000000,270589.65,20933.69,69999.67,116976.16,62680.13,35455.76,6327.37,20897.00,
"Grand Rapids",Weekly,"2020-10-18 00:00:00",Conventional,1.200000000,205089.66,14521.55,74935.60,54213.88,61418.63,46081.49,5923.36,9413.78,
"Grand Rapids",Weekly,"2020-10-11 00:00:00",Conventional,1.250000000,182613.86,16762.61,52543.01,48765.12,64543.12,45404.30,7262.55,11876.27,
"Great Lakes",Weekly,"2020-11-01 00:00:00",Conventional,0.880000000,5161467.28,950242.56,754946.58,254115.79,3202162.35,2160598.66,948930.71,92632.98,
"Great Lakes",Weekly,"2020-10-25 00:00:00",Conventional,0.940000000,4748374.87,852855.38,862623.37,502643.65,2530252.47,1895726.91,476715.37,157810.19,
"Great Lakes",Weekly,"2020-10-18 00:00:00",Conventional,1.010000000,4394307.81,797143.63,659684.94,246232.75,2691246.49,2145962.89,485593.68,59689.92,
"Great Lakes",Weekly,"2020-10-11 00:00:00",Conventional,0.980000000,4634699.86,998314.69,654357.03,255842.67,2726185.47,2056888.30,487606.09,181691.08,
Harrisburg/Scranton,Weekly,"2020-11-01 00:00:00",Conventional,1.010000000,382199.90,151747.75,105093.09,347.01,125012.05,105711.30,11370.75,7930.00,
Harrisburg/Scranton,Weekly,"2020-10-25 00:00:00",Conventional,0.980000000,354811.56,127286.68,94097.68,132.74,133294.46,113309.54,10853.81,9131.11,
Harrisburg/Scranton,Weekly,"2020-10-18 00:00:00",Conventional,0.980000000,379343.99,141262.12,100627.09,102.31,137352.47,115505.95,11824.30,10022.22,
Harrisburg/Scranton,Weekly,"2020-10-11 00:00:00",Conventional,0.980000000,387438.84,143062.74,109465.61,119.30,134791.19,112871.51,12383.01,9536.67,
Hartford/Springfield,Weekly,"2020-11-01 00:00:00",Conventional,1.170000000,410836.81,8478.01,334173.27,302.16,67883.37,59976.74,7899.96,6.67,
Hartford/Springfield,Weekly,"2020-10-25 00:00:00",Conventional,1.240000000,367661.75,8666.82,277893.58,130.77,80970.58,70163.12,10807.46,0.00,
Hartford/Springfield,Weekly,"2020-10-18 00:00:00",Conventional,1.270000000,353286.38,9114.24,268974.34,235.10,74962.70,63881.93,10825.77,255.00,
Hartford/Springfield,Weekly,"2020-10-11 00:00:00",Conventional,1.260000000,373431.41,8405.99,285476.65,355.20,79193.57,69682.93,6130.64,3380.00,
Houston,Weekly,"2020-11-01 00:00:00",Conventional,0.670000000,1685310.33,478780.10,308814.75,2748.49,894966.99,329134.26,547307.90,18524.83,
Houston,Weekly,"2020-10-25 00:00:00",Conventional,0.820000000,1343696.04,450757.35,220993.08,3798.19,668147.42,372546.60,275368.68,20232.14,
Houston,Weekly,"2020-10-18 00:00:00",Conventional,0.830000000,1288148.72,434245.82,227466.52,3433.25,623003.13,376252.87,226516.61,20233.65,
Houston,Weekly,"2020-10-11 00:00:00",Conventional,0.720000000,1595515.87,467630.07,337293.11,2728.27,787864.42,367166.18,403355.21,17343.03,
Indianapolis,Weekly,"2020-11-01 00:00:00",Conventional,0.820000000,287284.27,75174.73,45735.80,3122.04,163251.70,156173.75,5578.30,1499.65,
Indianapolis,Weekly,"2020-10-25 00:00:00",Conventional,0.860000000,255720.48,62979.07,56709.19,2975.06,133057.16,123312.91,8171.88,1572.37,
Indianapolis,Weekly,"2020-10-18 00:00:00",Conventional,0.930000000,241613.68,59537.00,43711.92,3196.12,135168.64,125818.35,7978.37,1371.92,
Indianapolis,Weekly,"2020-10-11 00:00:00",Conventional,0.840000000,270704.93,70812.68,43545.29,2782.06,153564.90,143269.32,8144.02,2151.56,
Jacksonville,Weekly,"2020-11-01 00:00:00",Conventional,0.850000000,234025.20,93280.20,10625.35,97.41,130022.24,104648.18,25358.51,15.55,
Jacksonville,Weekly,"2020-10-25 00:00:00",Conventional,0.770000000,264987.60,108259.96,20719.33,72.48,135935.83,98695.06,37240.77,0.00,
Jacksonville,Weekly,"2020-10-18 00:00:00",Conventional,0.950000000,241087.90,89920.04,21147.41,138.38,129882.07,91158.88,38717.64,5.55,
Jacksonville,Weekly,"2020-10-11 00:00:00",Conventional,0.980000000,239706.13,92346.13,18638.03,49.61,128672.36,95129.54,33540.60,2.22,
"Las Vegas",Weekly,"2020-11-01 00:00:00",Conventional,0.850000000,438456.68,66806.25,40343.22,241.55,331065.66,125964.54,205003.93,97.19,
"Las Vegas",Weekly,"2020-10-25 00:00:00",Conventional,0.800000000,450982.35,62887.61,42091.96,233.99,345768.79,124666.93,220925.38,176.48,
"Las Vegas",Weekly,"2020-10-18 00:00:00",Conventional,0.860000000,449211.34,64498.57,41315.75,29.85,343367.17,107552.47,235632.74,181.96,
"Las Vegas",Weekly,"2020-10-11 00:00:00",Conventional,0.900000000,444870.01,69152.61,41095.74,66.74,334554.92,108556.02,225933.84,65.06,
"Los Angeles",Weekly,"2020-11-01 00:00:00",Conventional,1.120000000,3148869.17,905996.98,51888.61,163786.29,2027197.29,1125599.58,470683.10,430914.61,
"Los Angeles",Weekly,"2020-10-25 00:00:00",Conventional,1.110000000,2876471.32,848337.60,48977.08,135054.87,1844101.77,1079202.41,419082.45,345816.91,
"Los Angeles",Weekly,"2020-10-18 00:00:00",Conventional,1.060000000,3138925.26,931221.99,49817.64,140409.68,2017475.95,1233058.53,423138.18,361279.24,
"Los Angeles",Weekly,"2020-10-11 00:00:00",Conventional,1.020000000,3563801.37,1045749.28,64986.99,89179.43,2363885.67,1558955.51,635098.55,169831.61,
Louisville,Weekly,"2020-11-01 00:00:00",Conventional,0.890000000,117988.45,29045.12,9747.75,23.05,79172.53,65534.01,12329.63,1308.89,
Louisville,Weekly,"2020-10-25 00:00:00",Conventional,0.740000000,154384.20,42618.07,14329.65,52.53,97383.95,85072.09,11438.53,873.33,
Louisville,Weekly,"2020-10-18 00:00:00",Conventional,0.810000000,150721.28,39496.98,9039.34,35.01,102149.95,90009.08,11436.43,704.44,
Louisville,Weekly,"2020-10-11 00:00:00",Conventional,0.980000000,110351.29,21594.81,9672.78,28.59,79055.11,63998.52,13829.92,1226.67,
"Miami/Ft. Lauderdale",Weekly,"2020-11-01 00:00:00",Conventional,0.870000000,940952.83,463909.86,40448.23,183.02,436411.72,375598.89,60799.50,13.33,
"Miami/Ft. Lauderdale",Weekly,"2020-10-25 00:00:00",Conventional,0.770000000,1124694.83,597034.01,48333.85,425.06,478901.91,418252.21,60629.05,20.65,
"Miami/Ft. Lauderdale",Weekly,"2020-10-18 00:00:00",Conventional,0.980000000,963675.41,458031.16,43368.48,330.27,461945.50,402719.29,59201.77,24.44,
"Miami/Ft. Lauderdale",Weekly,"2020-10-11 00:00:00",Conventional,0.980000000,986043.67,495859.82,42683.13,388.28,447112.44,389593.41,57505.70,13.33,
Midsouth,Weekly,"2020-11-01 00:00:00",Conventional,0.980000000,4029679.47,1311488.41,746340.44,21301.59,1950549.03,1456426.14,468382.58,25740.31,
Midsouth,Weekly,"2020-10-25 00:00:00",Conventional,0.920000000,4219932.43,1510557.31,733364.11,18999.70,1957011.31,1453153.75,479574.28,24283.28,
Midsouth,Weekly,"2020-10-18 00:00:00",Conventional,0.950000000,4247862.21,1349888.32,740178.74,27256.37,2130538.78,1553919.35,529702.22,46917.21,
Midsouth,Weekly,"2020-10-11 00:00:00",Conventional,1.000000000,4072520.62,1197831.30,790335.70,23170.00,2061183.62,1494592.39,485391.47,81199.76,
Nashville,Weekly,"2020-11-01 00:00:00",Conventional,0.840000000,290969.39,105321.17,13919.74,31.83,171696.65,124225.68,44799.50,2671.47,
Nashville,Weekly,"2020-10-25 00:00:00",Conventional,0.780000000,302298.96,111999.72,16717.79,15.15,173566.30,120503.20,50908.32,2154.78,
Nashville,Weekly,"2020-10-18 00:00:00",Conventional,0.790000000,310350.53,108349.16,13918.42,41.30,188041.65,141430.10,44271.37,2340.18,
Nashville,Weekly,"2020-10-11 00:00:00",Conventional,0.820000000,287942.01,100321.96,10464.73,2.34,177152.98,147390.19,27224.24,2538.55,
"New Orleans/Mobile",Weekly,"2020-11-01 00:00:00",Conventional,0.730000000,373240.49,129229.12,17591.45,256.15,226163.77,161481.76,52214.55,12467.46,
"New Orleans/Mobile",Weekly,"2020-10-25 00:00:00",Conventional,0.730000000,384762.76,141663.60,19788.51,256.76,223053.89,174070.29,35458.10,13525.50,
"New Orleans/Mobile",Weekly,"2020-10-18 00:00:00",Conventional,0.760000000,380626.60,146185.23,24225.47,322.07,209893.83,160790.24,35023.24,14080.35,
"New Orleans/Mobile",Weekly,"2020-10-11 00:00:00",Conventional,0.770000000,401938.04,140500.48,18013.20,441.36,242983.00,172524.30,57163.70,13295.00,
"New York",Weekly,"2020-11-01 00:00:00",Conventional,1.070000000,2093742.19,65280.37,1218037.42,1085.51,809338.89,624545.75,177407.26,7385.88,
"New York",Weekly,"2020-10-25 00:00:00",Conventional,1.100000000,2107611.48,61555.52,1213506.14,1356.55,831193.27,626542.89,194723.91,9926.47,
"New York",Weekly,"2020-10-18 00:00:00",Conventional,1.060000000,2198935.93,62178.71,1242710.41,3411.77,890635.04,543624.28,336021.36,10989.40,
"New York",Weekly,"2020-10-11 00:00:00",Conventional,1.050000000,2333938.55,67255.50,1356262.30,1001.03,909419.72,653307.88,244724.78,11387.06,
Northeast,Weekly,"2020-11-01 00:00:00",Conventional,1.110000000,5891505.50,598712.33,3124255.90,7664.66,2160872.61,1537600.64,595876.90,27395.07,
Northeast,Weekly,"2020-10-25 00:00:00",Conventional,1.060000000,6035356.36,464793.93,3176842.01,9651.33,2384069.09,1559762.20,790720.94,33585.95,
Northeast,Weekly,"2020-10-18 00:00:00",Conventional,1.070000000,5985798.09,506679.44,3047572.70,10931.31,2420614.64,1477718.20,897705.63,45190.81,
Northeast,Weekly,"2020-10-11 00:00:00",Conventional,1.070000000,6340649.30,543854.69,3254851.01,9603.93,2532339.67,1652814.68,814254.09,65270.90,
"Northern New England",Weekly,"2020-11-01 00:00:00",Conventional,1.210000000,504349.03,12595.84,372588.29,47.26,119117.64,50547.76,68564.33,5.55,
"Northern New England",Weekly,"2020-10-25 00:00:00",Conventional,0.890000000,695109.44,13460.29,490230.43,15.77,191402.95,71491.83,119799.30,111.82,
"Northern New England",Weekly,"2020-10-18 00:00:00",Conventional,1.040000000,590917.15,12964.49,402645.97,54.05,175252.64,69351.02,105566.44,335.18,
"Northern New England",Weekly,"2020-10-11 00:00:00",Conventional,1.090000000,590264.26,12187.81,400153.24,184.54,177738.67,57990.52,114858.78,4889.37,
Orlando,Weekly,"2020-11-01 00:00:00",Conventional,0.820000000,573772.36,223499.42,21084.81,54.00,329134.13,244150.29,84952.73,31.11,
Orlando,Weekly,"2020-10-25 00:00:00",Conventional,0.750000000,646021.17,274714.17,32027.23,42.98,339236.79,242886.70,96341.20,8.89,
Orlando,Weekly,"2020-10-18 00:00:00",Conventional,0.930000000,576019.97,218180.21,29476.95,22.00,328340.81,232803.40,95531.85,5.56,
Orlando,Weekly,"2020-10-11 00:00:00",Conventional,0.940000000,578014.62,212912.65,45822.88,28.00,319251.09,209968.82,109262.27,20.00,
Philadelphia,Weekly,"2020-11-01 00:00:00",Conventional,0.930000000,669125.64,132291.82,225620.10,209.45,311004.27,201364.16,102769.33,6870.78,
Philadelphia,Weekly,"2020-10-25 00:00:00",Conventional,1.000000000,585466.62,102892.76,217644.35,228.14,264701.37,158618.29,97802.19,8280.89,
Philadelphia,Weekly,"2020-10-18 00:00:00",Conventional,0.920000000,662981.43,113718.95,226030.68,377.73,322854.07,163058.68,150321.54,9473.85,
Philadelphia,Weekly,"2020-10-11 00:00:00",Conventional,0.910000000,705651.69,116324.73,239396.83,261.84,349668.29,205077.58,135935.46,8655.25,
Phoenix/Tucson,Weekly,"2020-11-01 00:00:00",Conventional,0.720000000,1462617.12,399659.23,183266.97,3990.02,875700.90,295683.80,579892.70,124.40,
Phoenix/Tucson,Weekly,"2020-10-25 00:00:00",Conventional,0.700000000,1470338.50,285294.54,265815.95,3871.96,915356.05,279020.95,636140.17,194.93,
Phoenix/Tucson,Weekly,"2020-10-18 00:00:00",Conventional,0.690000000,1606264.41,481678.54,224980.20,3567.34,896038.33,269892.82,625996.25,149.26,
Phoenix/Tucson,Weekly,"2020-10-11 00:00:00",Conventional,0.840000000,1350137.63,414445.31,179394.84,3569.23,752728.25,281722.33,470930.53,75.39,
Pittsburgh,Weekly,"2020-11-01 00:00:00",Conventional,0.940000000,165392.04,51200.34,13181.12,23.00,100987.58,95134.62,5193.52,659.44,
Pittsburgh,Weekly,"2020-10-25 00:00:00",Conventional,1.170000000,129830.20,32327.39,12392.86,9.20,85100.75,80015.70,4245.05,840.00,
Pittsburgh,Weekly,"2020-10-18 00:00:00",Conventional,1.140000000,129848.70,31309.45,12041.94,9.47,86487.84,79188.54,4532.08,2767.22,
Pittsburgh,Weekly,"2020-10-11 00:00:00",Conventional,0.900000000,195345.39,63967.27,14768.55,35.86,116573.71,108095.43,3874.95,4603.33,
Plains,Weekly,"2020-11-01 00:00:00",Conventional,0.880000000,2202713.85,821527.56,427215.99,1262.70,952707.60,782804.15,167193.22,2710.23,
Plains,Weekly,"2020-10-25 00:00:00",Conventional,0.890000000,2195217.19,849764.23,416824.18,1193.34,927435.44,761118.64,162976.07,3340.73,
Plains,Weekly,"2020-10-18 00:00:00",Conventional,0.920000000,2099253.44,712509.45,492766.37,1540.74,892436.88,720838.03,161526.55,10072.30,
Plains,Weekly,"2020-10-11 00:00:00",Conventional,0.840000000,2584671.01,1219286.87,460383.49,1598.73,903401.92,745719.62,144920.66,12761.64,
Portland,Weekly,"2020-11-01 00:00:00",Conventional,1.050000000,693498.11,112489.29,59340.41,4852.38,516816.03,314278.76,181515.35,21021.92,
Portland,Weekly,"2020-10-25 00:00:00",Conventional,0.970000000,747842.40,100890.21,79304.63,5363.19,562284.37,291006.14,250613.08,20665.15,
Portland,Weekly,"2020-10-18 00:00:00",Conventional,0.970000000,774570.71,101852.49,105983.92,4692.11,562042.19,291479.21,252503.37,18059.61,
Portland,Weekly,"2020-10-11 00:00:00",Conventional,1.120000000,716212.69,110632.05,76982.17,4387.67,524210.80,307714.69,197951.98,18544.13,
Raleigh/Greensboro,Weekly,"2020-11-01 00:00:00",Conventional,1.050000000,413570.16,183303.33,70913.88,5382.30,153970.65,116854.14,37093.18,23.33,
Raleigh/Greensboro,Weekly,"2020-10-25 00:00:00",Conventional,0.940000000,453464.23,214783.81,68582.51,4411.98,165685.93,127164.33,38514.93,6.67,
Raleigh/Greensboro,Weekly,"2020-10-18 00:00:00",Conventional,1.010000000,425541.60,183762.78,68933.36,5297.19,167548.27,130178.76,37362.84,6.67,
Raleigh/Greensboro,Weekly,"2020-10-11 00:00:00",Conventional,1.030000000,436529.72,189330.30,69780.21,4119.06,173300.15,138399.87,34880.28,20.00,
Richmond/Norfolk,Weekly,"2020-11-01 00:00:00",Conventional,0.960000000,304897.45,98068.76,62744.36,934.80,143149.53,108360.28,34775.92,13.33,
Richmond/Norfolk,Weekly,"2020-10-25 00:00:00",Conventional,0.810000000,346880.23,125730.52,61245.01,1048.96,158855.74,126410.98,32394.45,50.31,
Richmond/Norfolk,Weekly,"2020-10-18 00:00:00",Conventional,0.860000000,353052.15,112714.33,64911.53,1232.52,174193.77,140373.55,33588.55,231.67,
Richmond/Norfolk,Weekly,"2020-10-11 00:00:00",Conventional,0.990000000,317479.07,93021.29,54485.86,931.12,169040.80,124768.10,38316.59,5956.11,
Roanoke,Weekly,"2020-11-01 00:00:00",Conventional,0.910000000,192777.97,67699.50,22663.15,85.08,102330.24,77763.67,23790.46,776.11,
Roanoke,Weekly,"2020-10-25 00:00:00",Conventional,0.800000000,221188.71,86555.91,21113.75,36.49,113482.56,89549.55,23381.91,551.10,
Roanoke,Weekly,"2020-10-18 00:00:00",Conventional,0.840000000,225148.51,74659.85,21920.52,42.26,128525.88,102891.93,24330.07,1303.88,
Roanoke,Weekly,"2020-10-11 00:00:00",Conventional,0.940000000,197708.58,63230.63,20159.63,53.74,114264.58,85537.90,25539.47,3187.21,
Sacramento,Weekly,"2020-11-01 00:00:00",Conventional,1.090000000,502046.51,117633.16,211976.01,3260.11,169177.23,100416.87,56488.00,12272.36,
Sacramento,Weekly,"2020-10-25 00:00:00",Conventional,1.120000000,492366.64,121068.96,171249.04,3646.87,196401.77,107891.48,75456.98,13053.31,
Sacramento,Weekly,"2020-10-18 00:00:00",Conventional,1.030000000,552332.89,135529.95,233910.19,2928.17,179964.58,110522.71,53986.97,15454.90,
Sacramento,Weekly,"2020-10-11 00:00:00",Conventional,1.100000000,561254.09,157034.12,212461.65,2926.05,188832.27,114055.34,68076.47,6700.46,
"San Diego",Weekly,"2020-11-01 00:00:00",Conventional,1.160000000,594873.22,107785.99,25110.17,19243.89,442733.17,213522.90,164903.89,64306.38,
"San Diego",Weekly,"2020-10-25 00:00:00",Conventional,1.150000000,569284.52,104079.65,22837.36,15068.96,427298.55,215870.39,149104.50,62323.66,
"San Diego",Weekly,"2020-10-18 00:00:00",Conventional,1.080000000,597203.70,121367.11,24536.61,14842.19,436457.79,247611.01,115967.39,72879.39,
"San Diego",Weekly,"2020-10-11 00:00:00",Conventional,0.960000000,705729.32,133786.41,33345.11,7847.92,530749.88,289014.74,209168.25,32566.89,
"San Francisco",Weekly,"2020-11-01 00:00:00",Conventional,1.340000000,809918.36,132210.15,223873.68,6995.27,446839.26,175862.93,221233.31,49743.02,
"San Francisco",Weekly,"2020-10-25 00:00:00",Conventional,1.200000000,903377.15,161623.51,222178.16,5935.36,513640.12,184771.01,281997.54,46871.57,
"San Francisco",Weekly,"2020-10-18 00:00:00",Conventional,1.360000000,925232.22,232895.65,223046.07,5373.55,463916.95,214161.81,184784.79,64970.35,
"San Francisco",Weekly,"2020-10-11 00:00:00",Conventional,1.360000000,952783.86,246861.14,230842.19,5835.85,469244.68,201867.38,241018.93,26358.37,
Seattle,Weekly,"2020-11-01 00:00:00",Conventional,1.220000000,598233.21,87409.73,60452.73,573.24,449797.51,253190.05,196401.61,205.85,
Seattle,Weekly,"2020-10-25 00:00:00",Conventional,1.180000000,655738.06,81361.26,96292.22,1271.56,476813.02,238127.52,236875.12,1810.38,
Seattle,Weekly,"2020-10-18 00:00:00",Conventional,1.200000000,707579.05,80078.50,113995.56,1169.07,512335.92,236006.13,273323.35,3006.44,
Seattle,Weekly,"2020-10-11 00:00:00",Conventional,1.310000000,661021.75,88731.18,89003.42,462.02,482825.13,253132.60,229303.36,389.17,
"South Carolina",Weekly,"2020-11-01 00:00:00",Conventional,0.930000000,505458.14,208439.18,39211.75,1996.13,255811.08,210090.03,45691.31,29.74,
"South Carolina",Weekly,"2020-10-25 00:00:00",Conventional,0.830000000,580095.45,272052.69,43317.92,1708.71,263016.13,209439.72,53504.81,71.60,
"South Carolina",Weekly,"2020-10-18 00:00:00",Conventional,0.920000000,564266.01,242103.52,41703.75,2054.79,278403.95,222038.46,56327.84,37.65,
"South Carolina",Weekly,"2020-10-11 00:00:00",Conventional,0.970000000,513284.37,216416.64,43308.39,1679.08,251880.26,202205.90,49623.25,51.11,
"South Central",Weekly,"2020-11-01 00:00:00",Conventional,0.690000000,8078385.04,2524372.16,981581.80,167814.27,4404616.81,2141504.50,2217866.37,45245.94,
